,author,record_count,record_enumerated,viaf_title_list,birthdate,title_list
155,['John Griffin'],10,1,"['Available light : exile in Mexico', 'Bâtir la paix / Dominique Pire en collaboration avec le Charles Dricot. - cop. 1966.', 'Black like me', 'Building peace', 'Černý jako já', 'The church and the black man', 'Conversations with Auden', 'Czarny jak ja', ""Dans la peau d'un noir"", 'Devil rides outside', 'Follow the ecstasy', 'Follow the ecstasy : the hermitage years of Thomas Merton', 'Friendship and second innocence', 'fruit non défendu', 'God and contemporary man : reflections of a christian philosopher', 'The hermitage journals, c1981:', 'In search of Thomas Merton', 'Jacques Maritain : homage in words and pictures', 'O kati ya loposo ya baíndo', 'Kāyāpālaṭa', 'Kuroi hada', ""L'Aboyeuse et l'automate ; L'Opéra noire"", 'Land of High Sky.', 'n50031637', 'Na pele de um negro', 'Neger - men hvit', 'Negro como yo', 'Nuni.', 'Nuni oder Die letzte Freude Roman', 'On our doorstep', 'A Part of space: ten Texas writers', '[Recueil. Fonds de la photothèque de la documentation française. Portraits de Jacques Maritain] [lot de photographies]', 'Reise durch das Dunkel', 'Revolution der Stille Thomas Mertons Einsiedlerjahre', 'Scattered shadows : a memoir of blindness and vision', 'Théâtre.', 'A time to be human', 'A visit with John Howard Griffin.', 'Watakushi no yoni kuroi yoru', 'Za głosem ekstazy : pustelnicze lata Thomasa Mertona / John Howard Griffin. - Kraków, 2006.', 'Zwart als ik : persoonlijke ervaringen van een zwarte blanke', 'أسود مثلي', '블랙 라이크 미', 'ダラスの赤いバラ', '像我一樣黑', '私のように黒い夜', '黒い肌']",1920-06-16,JOHN KEBLE AND THE QUARTERLY REVIEW
156,['John Griffin'],10,2,"['Abstract art', 'Alberto Caeiro', 'Alvaro de Campos', 'Baroque and rococo', ""Britain's air policy : present and future"", 'Call to honour', 'Can man be modified?', 'Charpentes, la géométrie secrète des peintres', 'Christ recrucified : a novel', 'O christos xanastauronetai.', 'Cubism [Documentary texts]', 'Cubisme', 'Delacroix', 'Demain il fera jour', 'Dois poemas de Jonathan Griffin', 'Dois poemas de Mário Cesariny', 'Essays on Camões', 'Europe today and tomorrow international bulletin of the European movement', 'fact of music', 'Fernando pessoa', 'Fils de personne', 'Flemish painting', 'Freedom or death : a novel', 'The Greek passion', 'The hidden king a poem for the stage in the form of a trilogy', 'In this transparent forest', 'In time of crowding selected poems (1963-74)', 'inner gold', 'Kapetan Michalīs', ""L'art du vingt-et-unième siècle"", 'The loom of art', 'Lost liberty? : the ordeal of the Czechs and the future of freedom', 'maître de Santiago', 'Master of Santiago and four other plays', 'Mémoires de guerre', 'Memories for tomorrow : the memoirs of Jean-Louis Barrault', 'Mensagem', 'Message : bilingual edition', ""Noa Noa : Gauguin's Tahiti"", 'Noa-noa Voyage to Tahiti', 'Notes on the cinematograph, 2016:', ""Nouvelles de l'Europe (Paris. 1950)"", 'On fire', 'or intérieur', 'Outsing the Howling an interlude', 'Over this shore... eight meditations on the coast of the Pacific', ""The painter's secret geometry : a study of composition in art"", ""Peut-on modifier l'homme?"", 'Poems]', 'Racines du ciel.', 'radio est-elle une bonne ou mauvaise chose ? [Conférence]', 'rebirth of pride', 'reine morte', 'Ricardo Reis', 'The roots of heaven', 'Ross Chisholm', 'Sage eye, 1992:', 'Salvation', '[Selection]', 'Sobre esta praia, 1979:', 'Souvenirs pour demain, français', 'Theatre of war', 'Tomek Partyka : X times X : Roberto Polo Gallery 23.04.215 - 07.06.2015', 'The twenty first century art book, 2014:', 'Unity', 'verborgene König Schauspiel mit 1 Prolog u. 3 Akten = (The hidden king)', 'War memoirs']",1906-05-14,JOHN KEBLE AND THE QUARTERLY REVIEW
157,['John Griffin'],10,3,"['De acido sulphurico anhydro', 'Atomgewichts-Tabellen zur Berechnung der bei analytisch-chemischen Untersuchungen erhaltenen Resultate', 'Brockhaus, 1986:', 'Des différents états de la silice', 'Einiges über die Rechnung mit unmöglichen Grössen', 'Gedächtnissrede auf Berzelius gehalten in der ... Sitzung der Akademie der Wissenschaften in Berlin am 3. Juli 1851', 'Die Gliederung der Bevölkerung Breslaus nach der Berufs- und Betriebszählung vom 16. Juni 1925', 'Das Hafnium', 'Handbuch der analytischen Chemie', ""L'arte di analizzare ... 1835-1838:"", 'A manual of analytical chemistry.', 'On two new metals, pelopium and niobium, discovered in the bavarian tantalites', 'A practical treatise of chemical analysis, including tables for calculations in analysis.', 'Qualitative analysis of inorganic substances', 'Redevoering ter nagedachtenis van Berzelius : (bevattende een overzigt van mans uitstekende wetenschappelijke verdiensten) uitgesproken in de Openbare zitting der Academie van Wetenschappen, te Berlijn den 3 julij 1851', 'Schilderung der Belagerung Danzigs im Jahre 1813', ""Systhematische handleiding of tafelvormig overzigt tot het doen van en ten gebruike bij qualitative, chemisch-analyt. onderzoekingen, enz. volgens H. Rose's Handboek der analyt. scheikunde"", 'Traité complet de chimie analytique', ""Traité pratique d'analyse chimique, suivi de tables, servant, dans les analyses, à calculer la quantité d'une substance d'après celle qui a été trouvée d'une autre substance"", 'Trattato pratico di analisi chimica', 'Ueber die verschiedenen Zustände der Kieselsäure', 'Untersuchungen über die Sulfosäuren des Mesitylens', 'Versuch einer chemischen Bestimmung der Fossilien, welche die Krystallisation des Pyroxens haben', 'VIII. Ueber die in der Natur vorkommenden nicht oxidirten Verbindungen des Antimons und des Arseniks', 'XI. Ueber das wasserfreie schwefelsaure Ammoniak']",1795-08-06,JOHN KEBLE AND THE QUARTERLY REVIEW
158,['John Griffin'],10,4,"['An activated protein C analog stimulates neuronal production by human neural progenitor cells via a PAR1-PAR3-S1PR1-Akt pathway.', 'Antibody SPC-54 provides acute in vivo blockage of the murine protein C system.', 'Apolipoprotein E Receptor 2 Mediates Activated Protein C-Induced Endothelial Akt Activation and Endothelial Barrier Stabilization', 'Application of nuclear magnetic resonance spectroscopy to proteins', 'The assignment of an exchangeable low-field NH proton resonance of ribonuclease A to the active-site histidine-119.', 'The Biochemistry and Pathophysiology of the Contact System of Plasma', 'Blood-spinal cord barrier disruption contributes to early motor-neuron degeneration in ALS-model mice', 'Can adjunctive therapies augment the efficacy of endovascular thrombolysis? A potential role for activated protein C.', 'Carbon‐13 nuclear magnetic resonance studies on (85% 13C‐enriched Gly9) oxytocin', 'Cholesterol enhances phospholipid-dependent activated protein C anticoagulant activity.', 'Combined neurothrombectomy or thrombolysis with adjunctive delivery of 3K3A-activated protein C in acute ischemic stroke', 'Competition of activated protein C and urokinase for a heparin‐dependent inhibitor 1', 'Complexes of activated protein C with α1-antitrypsin in normal pregnancy and in severe preeclampsia', 'COVID-19 hypothesis: Activated protein C for therapy of virus-induced pathologic thromboinflammation', 'Cytoprotective activated protein C averts Nlrp3 inflammasome-induced ischemia-reperfusion injury via mTORC1 inhibition.', 'Design of a DNA-programmed plasminogen activator', 'Drug-induced emergencies', 'Elevated CETP Lipid Transfer Activity is Associated with the Risk of Venous Thromboembolism.', 'Endotoxemia and sepsis mortality reduction by non-anticoagulant activated protein C.', 'Enhanced specificity of immunoblotting using radiolabeled antigen overlay: studies of blood coagulation factor XII and prekallikrein in plasma', 'EPCR-dependent PAR2 activation by the blood coagulation initiation complex regulates LPS-triggered interferon responses in mice.', 'Exacerbated venous thromboembolism in mice carrying a protein S K196E mutation', 'Factor V is an anticoagulant cofactor for activated protein C during inactivation of factor Va.', 'Final Results of the RHAPSODY Trial: A Multi-Center, Phase 2 Trial Using a Continual Reassessment Method to Determine the Safety and Tolerability of 3K3A-APC, A Recombinant Variant of Human Activated Protein C, in Combination with Tissue Plasminogen', 'Functional recovery after embolic stroke in rodents by activated protein C.', 'Gain in translation: heme oxygenase-1 induced by activated protein C promotes thrombus resolution', 'Generation and phenotypic analysis of protein S-deficient mice.', ""Handbuch der Arzneimittelinteraktionen / J. P. Griffin, P. F. D'Arcy. - 3., neu bearb. Aufl. - München, cop. 1987."", 'Iatrogenic diseases', 'Improved hemostasis in hemophilia mice by means of an engineered factor Va mutant', ""Influence of the 3K3A-activated protein C variant on the plasma clot lysis activity of t-PA and of t-PA on the variant's anticoagulant activity."", 'Infrared fluorescence for vascular barrier breach in vivo--a novel method for quantitation of albumin efflux.', 'Inhibition of thrombin generation in human plasma by phospholipid transfer protein', 'International medicines regulations, c1989:', 'International sales and the middleman : managing your agents and distributors', 'Late onset thrombosis in a case of severe protein S deficiency due to compound heterozygosity for PROS1 mutations.', 'Lisinopril-induced lithium toxicity', 'Low level of the plasma sphingolipid, glucosylceramide, is associated with thrombotic diseases.', 'Lyso-Sulfatide Binds Factor Xa and Inhibits Thrombin Generation by the Prothrombinase Complex.', 'Manual of Adverse Drug Interactions', 'Minor Plasma Lipids Modulate Clotting Factor Activities and May Affect Thrombosis Risk.', 'Molecular assembly in the contact phase of the Hageman factor system', 'Molecular interaction site on procoagulant myosin for factor Xa-dependent prothrombin activation', 'n83121406', 'Neuroprotection and vasculoprotection using genetically targeted protease-ligands', 'Novel exomic rare variants associated with venous thrombosis', 'Nuclear magnetic resonance studies of a ribonuclease-dinucleoside phosphonate complex and their implications for the mechanism of the enzyme', 'Organ-specific protection against lipopolysaccharide-induced vascular leak is dependent on the endothelial protein C receptor.', 'PAR1 Biased Signaling is Required for Activated Protein C In Vivo Benefits in Sepsis and Stroke', 'PAR1 regulation of CXLC1 expression and neutrophil recruitment to the lung in mice infected with influenza A virus', 'Pharmacological targeting of the thrombomodulin-activated protein C pathway mitigates radiation toxicity', 'Physiological cerebrovascular remodeling in response to chronic mild hypoxia: A role for activated protein C.', 'Preclinical safety and pharmacokinetic profile of 3K3A-APC, a novel, modified activated protein C for ischemic stroke', 'Prothrombotic skeletal muscle myosin directly enhances prothrombin activation by binding factors Xa and Va.', 'Recent Advances in The Understanding of Contact Activation Reactions', 'Receptors for high molecular weight kininogen on stimulated washed human platelets', 'Regulation of immune cell signaling by activated protein C.', 'The regulation of medical products', 'Role of surface in surface-dependent activation of Hageman factor (blood coagulation Factor XII)', 'Safety, Stability and Pharmacokinetic Properties of (super)Factor Va, a Novel Engineered Coagulation Factor V for Treatment of Severe Bleeding.', ""Skeletal muscle myosin and cardiac myosin attenuate heparin's antithrombin-dependent anticoagulant activity"", 'Studies of bovine neurophysin-neurohypophyseal hormone interactions', 'Surface and fluid phase activities of two forms of activated Hageman factor produced during contact activation of plasma', 'Targeting anticoagulant protein S to improve hemostasis in hemophilia.', 'The textbook of pharmaceutical medicine', 'Tissue factor pathway inhibitor primes monocytes for antiphospholipid antibody-induced thrombosis', 'Tissue plasminogen activator neurovascular toxicity is controlled by activated protein C.', 'The TLR4-PAR1 Axis Regulates Bone Marrow Mesenchymal Stromal Cell Survival and Therapeutic Capacity in Experimental Bacterial Pneumonia.', 'Warfarin untargeted metabolomics study identifies novel procoagulant ethanolamide plasma lipids.', 'Yakubutsu no yūgai sōgo sayō benran', 'α2-Macroglobulin Is a Significant In Vivo Inhibitor of Activated Protein C and Low APC:α2M Levels Are Associated with Venous Thromboembolism.', '薬物の有害相互作用便覧 : その発生機序と処置']",1938,JOHN KEBLE AND THE QUARTERLY REVIEW
159,['John Griffin'],10,5,"['The Cambridge companion to Bertrand Russell', 'Cambridge essays : 1888-99', 'La Casa de las sombras', 'Correspondance.', 'The House of sight and shadow', 'Impostores [Enregistrament vídeo]', 'Matchstick men', 'The Palgrave centenary companion to ""Principia mathematica""', 'Philosophical papers : 1896-99', 'Ping-pong diplomacy : the secret history behind the game that changed the world', 'Primary colors a rain forest rock musical', 'the public years, 1914-1970', 'Relative identity', 'Requiem shark', 'Russell vs. Meinong : the legacy of ""On denoting', ""Russell's idealist apprenticeship"", 'The selected letters of Bertrand Russell', 'Vent de flibuste']",1947-11-00,JOHN KEBLE AND THE QUARTERLY REVIEW
160,['John Griffin'],10,6,"['Chlorinoides Goldsboroughi Rathbun from eastern Australia, C. tenuirostris Haswell and a new species from Western Australia', 'Die Decapoda brachyura der Siboga-Expedition', 'Deepwater decapod Crustacea from eastern Australia: brachyuran crabs', 'The genus Chlorinoides (Crustacea, Brachyura, Majidae). 1. A redescription of C. tenuirostris Haswell and the status of the genus Acanthophrys A. Milne Edwards', 'Majidae', 'Managing in the museum organization: I. leadership and communication', 'The marine fauna of New Zealand, 1966', 'A new giant deepwater isopod of the genus Bathynomus (Flabellifera: Cirolanidae)', 'A New Species of Cyclograpsus (Decapoda, Grapsidae) and Notes On Five Others From the Pacific Ocean', 'A New Species of Paromola (Crustacea, Decapoda, Thelxiopidae) from New Zealand', 'A new swimming crab from the New Zealand subantarctic and a review of the genus Nectocarcinus A. Milne Edwards', 'Notes on the taxonomy and zoogeography of the Tasmanian grapsid and ocypodid crabs (Crustacea, Brachyura)', 'Port Phillip Bay Survey 2. Brachyura (Crustacea, Decapoda)', 'A Record of the Majid Brachyuran Genus Achaeus from New Zealand with Notes on the Australian Species', 'Redescriptions of the Australian majid spider grabs Leptomithrax gaimardii (H. Milne Edwards) and Paramithrax barbicornis (Latreille)', 'A revision of the recent indo-west Pacific species of the genus Lyreidus De Haan (Crustacea, Decapoda, Raninidae', 'A revision of the two southern temperate shore crabsLeptograpsus variegatus(Fabricius) andPlagusia chabrus(Linnaeus) (Crustacea, Decapoda, Grapsidae)', 'Social and maintenance behaviour in two Australian ocypodid crabs (Crustacea: Brachyura)', 'Some majid spider crabs from the deep Indo–West Pacific', 'Spider crabs (Crustacea : Brachyura : Majidae) from the International Indian Ocean Expedition, 1963-1964', 'Swimming crabs (Crustacea, Decapoda, Portunidae) from One Tree Island, Capricorn Group, Queensland', 'The Thalassinidea (Crustacea: Decapoda) of Australia', 'Two Shovel-Nosed Lobsters of the Genus Scyllarides (Decapoda, Scyllaridae) New To Australia']",1938,JOHN KEBLE AND THE QUARTERLY REVIEW
161,['John Griffin'],10,7,"['The Action called catholic.', 'The Blessed Virgin and social reconstruction', 'Chemical handicraft: A classified and descriptive catalogue of chemical apparatus, suitable for the performance of class experiments, for every process of chemical research and for chemical testing in the arts. Accompanied by copious notes, explanatory of the construction and use of the apparatus.', 'Chemical recreations', 'The chemical testing of wines and spirits', 'The chemistry of the non-metallic elements and their compounnds : air, water, the gases, the acids ; and a sumary of organic chemistry including a comprehensive course of class experiments', 'The Interpretation of the Two Thomistic Definitions of Certitude', ""Nouveau manuel complet de chimie amusante, ou, Nouvelles récréations chimiques, contenant une suite d'expériences d'une exécution facile et sans danger, ain qu'un grand nombre de faits curieux et instructifs"", 'On the reaction of ethyl and methyl alcohol with paradiazometatoluenesulphonic acid in the presence of certain substances : and on metatoluenesulphonic acid : dissertaion submitted to the board of university studies of the Johns Hopkins University for the degree of doctor of philosophy', 'A practical treatise on the use of the blowpipe, in chemical and mineral analysis: including a systematic arrangement of simple minerals, adapted to aid the student in his progress in mineralogy, by facilitating the discovery of the names of species.', 'The radical theory in chemistry', ""Recréations chimiques ou Compendium populaire de chimie expérimentale à l'usage des commencants"", 'Romance of chemistry', 'A system of crystallography, with its application to mineralogy.']",1802-01-22,JOHN KEBLE AND THE QUARTERLY REVIEW
162,['John Griffin'],10,8,"['Binocular anomalies : diagnosis and vision therapy', 'Dictionary of visual science : David Cline, Henry W. Hofstetter and John R. Griffin', 'Engine dynamometer test stand automation for motor oil performance evaluation, 1969:', 'Genetics for primary eye care practitioners', 'Helping children overcome dyslexic reading & writing problems : a practical guide for parents, educators, & other professional specialists', 'A historical commentary on the major catholic works of cardinal Newman', 'The intellectual milieu of Lord Macaulay', 'John Keble, saint of Anglicanism', 'Newman : a bibliography of secondary studies', 'Optometric management of reading dysfunction', 'The Oxford movement : a revision']",1938-03-31,JOHN KEBLE AND THE QUARTERLY REVIEW
163,['John Griffin'],10,9,"['Circular relating to the labeling of baggage and the issue of inspection cards to steerage and cabin passengers, 1893?:', 'Contested-election case of George H. Thobe vs. John G. Carlisle', '""A dollar worth a dollar"" ...', 'The free coinage of silver', 'Gold- oder Silber-Währung?', 'Increased cost of living, and reduced wages.', 'John Griffin Carlisle papers', 'The national Democratic party: its history, principles, achievements, and aims.', 'NUCMC data from Library of Congress Manuscript Division for His Collection, 1881-1883', 'The refunding bill. Speech... March 2, 1881.', 'Remonetization of silver. Speech of Hon. John G. Carlisle, of Kentucky, in the House of representatives, Thursday, February 21, 1878.', 'Sound currency. Speeches... Nov. 22, 1893; Oct. 12,1895.', 'Speaker Carlisle denies a motion to repeal the tobacco taxes', 'Speech of Hon. John G. Carlisle before the workingmen of Chicago, April 15, 1896.', 'Speech of Hon. John G. Carlisle, of Kentucky : delivered at Tammany Hall, New York, on Thursday evening, May 15, 1879.', 'Speech of the Hon. John G. Carlisle, Secretary of the Treasury of the United States, delivered at a dinner of the Massachusetts Reform Club, at Boston, October 12, 1895.', 'Tarriff and tax commission. Speech... March 28 and 29, 1882', 'Tarriff reform. Speech... May 19, 1888.']",1835-09-05,JOHN KEBLE AND THE QUARTERLY REVIEW
164,['J. MICHAEL DASH'],2,0,"['Caribbean discourse : selected essays', 'The construction of identities in the French Caribbean : Scientific discourse, literary discourse, library collections.', 'Culture and customs of Haiti', 'Discours antillais', 'discours sur ""l\'art nègre"" comme modèle de la réception de la future littérature nègre', 'The drifting of spirits', 'Édouard Glissant', 'Haiti and the United States : national stereotypes and the literary imagination', 'A Haiti anthology, 1999:', 'Haïti, première république noire des lettres', 'Hispanic and Francophone  regions', 'Jacques Stéphen Alexis', ""L'authenticité d'une philosophie et d'une littérature nègre ?"", 'Libète', 'Literature and ideology in Haiti, 1915-1961', 'Littératures noires colloque du vendredi 29 janvier 2010', 'Masters of the dew', 'Misyé Tousen, créoles et pidgins basés sur le français', 'Monsieur Toussaint : a play', 'New World studies', ""Ngugi wa Thiong'o et la décolonisation par la langue"", 'The other America : Caribbean literature in a new world context', 'Perspectives on language and literature : essays in honour of William Mailer', 'Présence africaine et les revues littéraires noires', 'Three Caribbean poets on their work : E. Kamau Brathwaite, Mervyn Morris, Lorna Goodison', '""Who and What is Negro ?""']",1948-07-20,
165,['J. MICHAEL DASH'],2,1,['Haiti and the United States : national stereotypes and the literary imagination'],0,
166,['META DUEWA JONES'],1,0,"['Multi-ethnic poetics', 'The muse is music, c2011:', 'muse is music jazz poetry from the Harlem Renaissance to spoken word']",1950,Reframing Exposure: Natasha Trethewey’s Forms of Enclosure
167,['Madeleine Blaess'],1,0,"['France, Paris and the provinces.', 'Predestination in Some Thirteenth Century Prose Romances']",1918,The Tale of the Death of King Arthur
168, eric gardner,10,0,"['The Abinnaeus archive : papers of a Roman officer in the reign of Constantius II', 'Actes du XVe Congrès international de papyrologie Bruxelles-Louvain, 29 août-3 septembre 1977', 'Athenian books : in the fifth and fourth centuries b.c', ""(C.) Préaux Manifestation d'hommage à Mademoiselle Claire Préaux, 26 mai 1965. Brussels: Fédération Belge de Femmes Diplômées des Universités. 1966. Pp. ii + 64. Price not stated"", 'Catalogue of Greek and Latin papyri and ostraca in the possession of the University of Aberdeen', 'Catalogue of the Greek papyri in the John Rylands Library, Manchester', 'Classical Hand-list. By J. A. Nairn. Edited by B. H. Blackwell Ltd. 3rd edition, revised and enlarged. Pp. viii + 164. Oxford: Blackwell, 1953. 12s. 6d', 'Collected papers;', ""A collection of songs with symphonies and a thorough bass. : With six lessons for the harpsichord compos'd by Miss Eliza: Turner"", 'A curse tablet from Nottinghamshire', 'The Decipherment of Linear B. By John Chadwick. 8½ × 5½. Pp. x + 148. Cambridge: at the University Press, 1958. 18s. 6d', 'Dramatic Representations in Graeco-Roman Egypt : how long do they continue ?', 'Egypt exploration society. Graeco-Roman memoirs', 'Ellinikoí papyroi : eisagogi sti meleti kai ti chrisi ton papyrikon keimenon', 'Excavations at Dura-Europos. Final Report V, I. The parchments and papyri. By C. B. Welles, R. O. Fink, and J. F. Gilliam. Pp. xxviii + 457 + 71 pls. New Haven: Yale U. P., 1959. n.p', 'Excavations at Nessana: Vol. 2, Literary Papyri. By Lionel Casson and Ernest L. Hettich. Pp. xiv + 175, 9 pll. Princeton: University Press, 1950. (London: Geoffrey Cumberlege). 48s.Griechische literarische Papyri. Berichte über die Verhandlungen der', 'Fuad I University Papyri (Publications de la Société Fouad I de Papyrologie, Textes et Documents VIII). Ed. by D. S. Crawford. Pp. vii + 138. Alexandria: Société Fouad Ier de Papyrologie, 1949', 'The gerousia of Oxyrhynchus / [Eric G. Turner]', 'The girl from Samos, or, The in-laws', 'Greek manuscripts of the ancient world', 'Greek Ostraca in the Bodleian library at Oxford', 'Greek papyri : an introduction', 'Greek tragedy', 'Griechische Tragödie', 'Gymnasium debts and new moons', 'Hibeh papyri', 'An introduction to English silver from 1660', '(J.) Day and (C. W.) Keyes Tax Documents from Theadelphia. Papyri of the Second Century A.D. [Columbia Papyri, Greek series, V.]. New York: Columbia University Press, 1956. (London: Oxford University Press.) Pp. xviii + 342, with 2 plates. 80s', ""(J.) Schwartz Les archives de Sarapion et ses fils: une exploitation agricole aux environs d'Hermoupolis Magna (de 90 à 133 p. C.) (Inst. français d'archéol. orientale, bibl. d'étude, xxix.) Cairo: Institut français d'archéologie orientale. 196"", 'Latin versus Greek as a universal language : the attitude of Diocletian', 'Libri, editori e pubblico nel mondo antico guida storica e critica', ""Libri nell'Atene del V e IV secolo a.C. 1975"", 'Masterpieces by Omar Ramsden : English silver from the Campbell Collection', 'Ménandre : sept exposés suivis de discussions, Vandœuvres-Genève 26-31 août 1969', 'Messing', 'Milan papyri. Papiri Milanesi (P.Med.) I. nn. 1–12. 2nd ed. by S. Daris. (Pubblicazioni di ‘Aegyptus’, 1.) Milan: Vita e Pensiero. 1967. Pp. 43. 14 plates. Lire 1,900', 'Misumenus', 'My lord Apis', 'New fragments of the Misoumenos of Menander', 'A note on P.Hamburg 132', 'Ostraca of the Roman and Byzantine periods', 'Oxyrhynchus papyri', '(P.) Maas Textual Criticism. Translated by B. Flower. Oxford: Clarendon Press. 1958. Pp. vii + 59. 12s. 6d', 'Paper and Books in Ancient Egypt. By J. Černý. Pp. 36. London: H. K. Lewis and Co. Ltd. 1952. 6s', 'Papiri greci', 'Papyri, Greek & Egyptian, 1981', 'Papyrologica Lugduno-Batava, edidit Institutum Papyrologicum Universitatis Lugduno-Batavae, moderantibus M. David, B. A. van Groningen, J. C. van Oven. I. The Warren Papyri. Ed. by M. David, B. A. van Groningen, and J. C. van Oven. Pp. xii + 76, 7 pl', 'Papyrologist at work', 'Papyrus 40 ""Della raccolta milanese""', 'Papyrus Bodmer.', 'Percival Lewis, appellant, Elias Turner ... respondents the respondents case.', 'Les Planches anatomiques de J. Dryander et de G. H. Ryff, par le Dr É. Turner ....', 'A Ptolemaic vineyard lease.', 'Recherches sur les armées hellénistiques. II. Recherches sociologiques. By M. Launey. Pp. 674. Paris: de Boccard, 1950. Price not stated', '""Recto"" e ""Verso"" anatomia del rotolo di papiro', 'A roman writing-tablet from London', 'Samia.', 'Terms recto and verso : the anatomy of the papyrus roll', 'Tiberivs Ivlivs Alexander', 'Two Greek epigrams', 'Two Unrecognised Ptolemaic Papyri', 'The typology of the early codex', 'Untersuchungen zu den abstrakten Anredeformen und Höflichkeitstiteln im Griechischen (Societas Scientiarum Fennica, Commentationes Humanarum Litterarum XV, 3). By H. Zilliacus. Pp. 111. Helsingfors: Societas Scientiarum Fennica, 1949', 'Written word on papyrus an exhibition held in the British museum, 30 July-27 October 1974']",1911-02-26,Two Texts on Children and Christian Education
