docid	hathi_author	hathi_title	authordate	birthyear	deathyear	chi_date	ukw_date	copyright_date	firstpub	datewrong	nationality	nonficprob	distances	copyright_corpus	manual_corpus	us_national	pubdate_known	authof3ormore	tokens	pagesinchunk	tokensperpage	omnibus
mdp.39015029575597	Packard, Frank Lucius	The adventures of Jimmy Dale	1877-1942.	1877.0					1917			0.065173405467436		False	False	False	False	False	89854	391	229.806	False
uc1.$b812567	Begbie, Harold	The little that is good : stories of London and glimpses of English civilization	1871-1929.	1871.0					1917			0.818418938136253		False	False	False	False	False	49415	247	200.061	False
nnc1.cu58249281	Hart, Nina	Representative short stories							1917			0.131546476806359		False	False	False	False	False	52513	278	188.896	False
nyp.33433076023161	Nicholson, Meredith	A reversible Santa Claus	1866-1947.	1866.0					1917			0.124533526428008		False	False	False	False	False	12217	166	73.596	False
loc.ark+=13960=t00z7rh6t	Tagore, Rabindranath	Sacrifice	1861-1941.	1861.0					1917			0.005994616028995		False	False	False	False	False	14207	187	75.973	False
uc2.ark+=13960=t1mg7jj3c	Mirbeau, Octave	Calvary	1848-1917.	1848.0					1917			0.169454219468491		False	False	False	False	False	47141	224	210.451	False
nyp.33433076088438	Harrison, Baxter	The prince of Raccoon Fork	b. 1893.	1893.0					1917			0.312949345068432		False	False	False	False	False	25287	164	154.189	False
nyp.33433076087513	Gillmore, Inez Haynes	The lady of kingdoms	1873-1970.	1873.0					1917			0.117759221028328		False	False	False	False	False	109001	404	269.804	False
mdp.39015063914660	Ewart, Ernest Andrew	Grapes of wrath	1878-	1878.0					1917			0.191173223621376		False	False	False	False	False	33746	242	139.446	False
nyp.33433076066442	Booth, Venus G	The wives of the deacon							1917			0.059189699058096		False	False	False	False	False	52162	279	186.961	False
uc2.ark+=13960=t7jq17s2g	Squire, John Collings, Sir	The gold tree	1884-1958.	1884.0					1917			0.35920115185436		False	False	False	False	False	10925	87	125.575	False
nyp.33433076067606	Keith, Katherine	The girl							1917			0.477957366406484		False	False	False	False	False	24882	210	118.486	False
mdp.39015005738102	Kipling, Rudyard	A diversity of creatures	1865-1936.	1865.0					1917			0.226450561359811		False	False	False	False	False	60005	370	162.176	False
loc.ark+=13960=t56d6q549	Davis, Robert H	Efficiency;							1917			0.85818167282087		False	False	False	False	False	2815	54	52.13	False
mdp.39076002631120	Rolt-Wheeler, Francis	The boy with the U.S. weather men	1876-1960.	1876.0					1917			0.710084906031732		False	False	False	False	False	37627	340	110.668	False
uc2.ark+=13960=t8x923w23	Scott, P. E. S	Land o' the dawning							1917			0.141501378570368		False	False	False	False	False	56803	265	214.351	False
nyp.33433082256060	Weaver, Louise Bennett	A thousand ways to please a husband with Bettina's best recipes							1917			0.66069292206297		False	False	False	False	False	61837	396	156.154	False
uc1.b4102090	Ryan, Marah Ellis	The Druid path	1866-1934.	1866.0					1917			0.099106166136603		False	False	False	False	False	49643	272	182.511	False
uc2.ark+=13960=t3pv6bg42	Brubaker, Howard	Ranny, otherwise Randolph Harrington Dukes;							1917			0.049376179092252		False	False	False	False	False	39895	288	138.524	False
wu.89100004506	Hainsselin, Montague Thomas	Grand fleet days	1871-	1871.0					1917			0.673090875070421		False	False	False	False	False	28150	206	136.65	False
nyp.33433074843693	Cohen, Octavus Roy	The other woman	1891-1959.	1891.0					1917			0.08823648524581		False	False	False	False	False	26147	230	113.683	False
mdp.39015005747905	Mendele Mokher Sefarim	The parasite	1835-1917.	1835.0					1917			0.359513774737616		False	False	False	False	False	30524	155	196.929	False
nyp.33433076051758	Marriott, Crittenden	Via Berlin	1867-1932.	1867.0					1917			0.032966476595745		False	False	False	False	False	30172	233	129.494	False
uc1.b3325627	Marshall, Archibald	Abington abbey; a novel	1866-1934.	1866.0	1934.0	1917.0			1917	2.0	British	0.054095852208419	42.3030294247635	False	True	False	True	True	59303	322	184.171	False
njp.32101064209990	Terhune, Albert Payson	Dollars and cents	1872-1942.	1872.0					1917			0.097661247869574		False	False	False	False	False	29320	242	121.157	False
uc2.ark+=13960=t84j0ds6x	Locke, William John	The red planet	1863-1930.	1863.0					1917			0.168059909675519		False	False	False	False	False	57877	288	200.962	False
nyp.33433076038839	Bower, B. M, Mrs	Starr, of the desert	1874-1940.	1874.0					1917			0.0		False	False	False	False	False	41476	265	156.513	False
uva.x030826007	McDonald, Etta Austin (Blaisdell), Mrs	Colette in France	b. 1872.	1872.0					1917			0.363032456697217		False	False	False	False	False	15084	128	117.844	False
uc2.ark+=13960=t53f4n563	O'Sullivan, Seumas	Mud and purple	1879-1958.	1879.0					1918			0.285370523631031		False	False	False	False	False	10441	91	114.736	False
nyp.33433082303250	Frey, Hildegarde Gertrude	The camp fire girls on the open road; or, Glorify work	1891-	1891.0					1918			0.378988584170671		False	False	False	False	False	28391	214	132.668	False
njp.32101063691156	Freeman, Mary Eleanor (Wilkins), Mrs	Edgewater people	1852-1930.	1852.0					1918			0.050948716018983		False	False	False	False	False	44403	268	165.683	False
uc2.ark+=13960=t9z02zw7b	McCarter, Margaret Hill	The reclaimers	1860-1938.	1860.0					1918			0.044249957616214		False	False	False	False	False	48918	306	159.863	False
uc2.ark+=13960=t8sb4084m	Cronin, Bernard	The coastlanders							1918			0.122482820370264		False	False	False	False	False	46364	208	222.904	False
nyp.33433082486170	New, Clarence Herbert	The unseen hand : adventures of a diplomatic free lance	1862-1933.	1862.0					1918			0.567312216936131		False	False	False	False	False	59928	324	184.963	False
nyp.33433076042609	Taggart, Marion Ames	Captain Sylvia	1866-1945.	1866.0					1918			0.069858020355581		False	False	False	False	False	41042	299	137.264	False
nyp.33433076025471	McKishnie, Archie P	Willow, the wisp	1875-1946.	1875.0					1918			0.130609935499232		False	False	False	False	False	45524	270	168.607	False
uc2.ark+=13960=t1jh3fd8z	Cunningham, Albert Benjamin	The manse at Barren Rocks	1888-1962.	1888.0					1918			0.141132942957128		False	False	False	False	False	50060	251	199.442	False
nyp.33433082333166	Jackson, Charles Tenney	The call to the colors	1874-1955.	1874.0					1918			0.577274881194795		False	False	False	False	False	35644	284	125.507	False
uc1.b3122365	McFee, William	A Port Said miscellany	1881-1966.	1881.0					1918			0.498844932393869		False	False	False	False	False	4962	27	183.778	False
wu.89100113992	McCoy, Patrick Terrance	Kiltie McCoy; an American boy with an Irish name fighting in France as a Scotch soldier							1918			0.222805057229677		False	False	False	False	False	33780	236	143.136	False
uc2.ark+=13960=t7sn0270c	Murrill, William A	Murrill's and Saccardo's names of polypores compared	1869-1957.	1869.0					1918			0.618214682707495		False	False	False	False	False	373	36	10.361	False
uc1.b4095340	Fisher, Dorothy Canfield	Home fires in France, by Dorothy Canfield	1879-1958.	1879.0					1918			0.407504098918745		False	False	False	False	False	48067	263	182.764	False
mdp.39015011390856	White, Edward Lucas	The unwilling vestal : a tale of Rome under the CÃ…â€œsars	1866-1934.	1866.0	1934.0	1918.0			1918	-5.2	us	0.228424962857952	38.6359663979251	False	True	True	True	True	50201	279	179.932	False
nyp.33433076050503	Paine, Ralph Delahaye	The call of the offshore wind	1871-1925.	1871.0					1918			0.162625059348886		False	False	False	False	False	50791	334	152.069	False
nyp.33433082486204	Driggs, Laurence La Tourette	The adventures of Arnold Adair, American ace	b. 1876.	1876.0					1918			0.674122261393537		False	False	False	False	False	41804	311	134.418	False
nyp.33433082546874	Knipe, Emilie (Benson), Mrs	Girls of '64	1870-1958.	1870.0					1918			0.066293759900233		False	False	False	False	False	42240	235	179.745	False
nyp.33433082302534	Fitzhugh, Percy Keese	Tom Slade on a transport	1876-1950.	1876.0					1918			0.078784292759311		False	False	False	False	False	21649	180	120.272	False
uc2.ark+=13960=t4rj4988x	Corcoran, Brewer	The Boy Scouts of Kendallville	b. 1877.	1877.0			1918.0		1918	6.7	us	0.0	37.7456339854858	False	True	True	True	False	29204	251	116.351	False
loc.ark+=13960=t5cc1gw63	Robertson, Donald G., [from old catalog]	War time laughs, verses							1918			1.0		False	False	False	False	False	4107	55	74.673	False
nyp.33433074847744	Burt, Maxwell Struthers	John O'May and other stories	1882-1954.	1882.0					1918			0.127138316987823		False	False	False	False	False	29797	231	128.991	False
nyp.33433074804737	Dale, Alan	When a man commutes	1861-1928.	1861.0					1918			0.246652661936343		False	False	False	False	False	17227	180	95.706	False
uc2.ark+=13960=t6348hs85	Cable, George Washington	Lovers of Louisiana (to-day)	1844-1925.	1844.0					1918			0.022336231060524		False	False	True	True	True	46449	299	155.348	False
nyp.33433076049810	Raymond, Clifford	The mystery of Hartley House	1875-	1875.0					1918			0.121864580175256		False	False	False	False	False	34373	254	135.327	False
uc2.ark+=13960=t3qv3db3s	Harvey, Alexander	Shelley's elopement;	1868-1949.	1868.0					1918			0.098542275702135		False	False	False	False	False	29216	244	119.738	False
uc2.ark+=13960=t2891205j	Appleton, Victor	Tom Swift and his war tank							1918			0.100503338990723		False	False	False	False	False	25969	188	138.133	False
nyp.33433076060387	Parker, Thomas Drayton	The spy on the submarine; or, Over and under the sea	1871-	1871.0					1918			0.112288002765404		False	False	False	False	False	25345	252	100.575	False
wu.89006525091	Vance, Louis Joseph	The false faces; a chapter from the history of the Lone Wolf	1879-1933.	1879.0					1918			0.050400965012453		False	False	False	False	False	45442	279	162.875	False
uc2.ark+=13960=t2r49hq8f	Bennet, Robert Ames	The blond beast	1870-1954.	1870.0					1918			0.082580293630587		False	False	False	False	False	54823	340	161.244	False
uc2.ark+=13960=t9w08x24c	Stratton-Porter, Gene	A daughter of the land	1863-1924.	1863.0	1924.0	1918.0			1918	1.1	us	0.068546938026318	40.4705578248069	False	True	True	True	True	73455	396	185.492	False
mdp.39015030123700	Couperus, Louis	Dr. Adriaan	1863-1923.	1863.0					1918			0.030316346635731		False	False	False	False	False	48799	270	180.737	False
nyp.33433076045941	Miller, Alice Duer, Mrs	The happiest time of their lives	1874-1942.	1874.0					1918			0.027441264239943		False	False	False	False	False	37866	320	118.331	False
mdp.39015018022882	Lutes, Della T. (Della Thompson)	My boy in Khaki; a mother's story	b. 1872.	1872.0					1918			0.728322737582932		False	False	False	False	False	24783	176	140.812	False
uc2.ark+=13960=t4qj7hk4b	Vachell, Horace Annesley	Some happenings	1861-1955.	1861.0					1918			0.08415851782162		False	False	False	False	False	52830	276	191.413	False
uc2.ark+=13960=t8cf9nk8n	Maeterlinck, Maurice	The burgomaster of Stilemonde;	1862-1949.	1862.0					1918			0.23952448861601		False	False	False	False	False	9764	128	76.281	False
nnc2.ark+=13960=t6j106838	Duhamel, Georges	The new book of martyrs	1884-1966.	1884.0					1918			0.217242353194619		False	False	False	False	False	21943	188	116.718	False
nyp.33433082291133	Masson, Thomas Lansing	Best short stories	1866-1934,	1866.0					1918			0.520185698061276		False	False	False	False	False	26408	222	118.955	False
nyp.33433076060155	Pace, Charles Nelson	The passion of Herman : a story of Oberammergau	1877-1954.	1877.0					1918			0.025855398833468		False	False	False	False	False	7812	92	84.913	False
nyp.33433076047939	Rinehart, Mary Roberts	Twenty-three and a half hours' leave	1876-1958.	1876.0					1918			0.824346623826544		False	False	False	False	False	10540	87	121.149	False
nyp.33433082485594	Dehan, Richard	That which hath wings; a novel of the day	1863-1932.	1863.0					1918			0.101663948448159		False	False	False	False	False	107461	523	205.47	False
uc2.ark+=13960=t9f47k335	Trent, Martha	Alice Blythe somewhere in England							1918			0.022299084885337		False	False	False	False	False	20467	178	114.983	False
nyp.33433074851936	Dyke, Watson	The hunter					1918.0		1918	8.4	us	0.0	38.3609820068812	False	True	True	True	False	34410	327	105.229	False
uc2.ark+=13960=t3gx4591c	Hawthorne, Julian	The spectre of the camera ;	1846-1934.	1846.0					1918			0.359349167150968		False	False	False	False	False	25212	228	110.579	False
nyp.33433074872007	Hurrell, Francis Gordon	A dreamer under arms	1885-	1885.0					1918			0.098197383755986		False	False	False	False	False	42823	268	159.787	False
uc2.ark+=13960=t54f2124w	Fetterless, Arthur	Battle days							1918			0.169489472012648		False	False	False	False	False	47764	272	175.603	False
uc1.$b662157	Gorky, Maksim	Stories of the steppe	1868-1936.	1868.0					1918			0.032140357014795		False	False	False	False	False	11784	63	187.048	False
mdp.39015063973286	Ward, Mary Augusta	Elizabeth's campaign	1851-1920.	1851.0					1918			0.349608534450832		False	False	False	False	False	51322	279	183.95	False
nyp.33433082289483	Stratemeyer, Edward	Dave Porter under fire; or, A young army engineer in France	1862-1930.	1862.0					1918			0.382241275388385		False	False	False	False	False	37484	268	139.866	False
nyp.33433075753388	Swinnerton, Frank	Shops and houses	1884-1982.	1884.0					1918			0.086645435262526		False	False	False	False	False	51198	268	191.037	False
nyp.33433076057417	Walton, George Lincoln	Oscar Montague paranoiac	1854-1941.	1854.0					1919			0.33345761182657		False	False	False	False	False	25791	251	102.753	False
mdp.39015008886726	Davies, E. Chivers (Ellen Chivers)	Tales of Serbian life	b. 1889.	1889.0					1919			0.216407072954456		False	False	False	False	False	37524	220	170.564	False
mdp.39015081814736	Green, Leonard	The youthful lover and other prose studies							1919			0.615449831412551		False	False	False	False	False	9847	73	134.89	False
uc1.b5029668	freiherr, Speigel von und zu Peckelsheim, Edgar	U. boat 202, the war diary of a German submarine	1885-	1885.0					1919			0.706080656790576		False	False	False	False	False	17997	153	117.627	False
nyp.33433074873146	Laing, Janet	The man with the lamp							1919			0.124620811096731		False	False	False	False	False	58697	270	217.396	False
nyp.33433076073802	Wells, Carolyn	The diamond pin	1862-1942.	1862.0	1942.0		1919.0		1919	10.4	us	0.0	39.9148304277197	False	True	True	True	True	34270	252	135.992	False
uc2.ark+=13960=t52f7mp29	Ford, Sewell	Shorty McCabe gets the hail	1868-1946.	1868.0	1946.0	1906.0			1919	0.4	us	0.112021688370505	55.2103596148517	False	True	True	True	True	40404	263	153.627	False
uc2.ark+=13960=t0tq5s84d	Cournos, John	The mask	1881-1966.	1881.0					1919			0.17351820781057		False	False	False	False	False	55001	267	205.996	False
uc2.ark+=13960=t7np1xq4d	Pease, Howard	Border ghost stories	1894-1974.	1894.0					1919			0.052822192998442		False	False	False	False	False	28911	263	109.928	False
loc.ark+=13960=t98636g92	Guttersen, Granville	Granville;							1919			0.774156250735397		False	False	False	False	False	21158	160	132.238	False
nyp.33433074958491	Dawson, Coningsby	The test of scarlet, a romance of reality	1883-1959.	1883.0					1919			0.459171326889941		False	False	False	False	False	45788	265	172.785	False
nyp.33433076068927	Gates, Eleanor	Phoebe	1875-1951.	1875.0					1919			0.055880999900681		False	False	False	False	False	28866	231	124.961	False
mdp.39015028383282	Andreyev, Leonid	Sashka Jigouleff	1871-1919.	1871.0					1919			0.07660823160558		False	False	False	False	False	50469	258	195.616	False
uc2.ark+=13960=t06w96f48	Russell, John	Where the pavement ends	1885-1956.	1885.0					1919			0.124755768326608		False	False	False	False	False	56730	270	210.111	False
njp.32101074205079	O'Brien, Jack	Into the jaws of death		1898.0					1919		us			False	False	True	True	True	38285	260	147.25	False
pst.000005704392	Villa, Silvio	Claudio Graziani : an episode of war							1919			0.239004011128302		False	False	False	False	False	5317	32	166.156	False
uc2.ark+=13960=t02z1331h	Laselle, Mary Augusta	Short stories of the new America, interpreting the America of this age to high school boys and girls	1860-    .						1919			0.11908699118772		False	False	False	False	False	34711	199	174.427	False
uc2.ark+=13960=t3pv6f43b	Phillpotts, Eden	Storm in a teacup	1862-1960.	1862.0					1919			0.150612014317038		False	False	False	False	False	58085	263	220.856	False
uc2.ark+=13960=t57d2rj2g	Cohen, Octavus Roy	Polished ebony	1891-1959.	1891.0					1919			0.378078857560635		False	False	False	False	False	41268	270	152.844	False
mdp.39015006974011	Somerville, E. Œ. (Edith Œnone)	Mount Music	1858-1949.	1858.0					1919			0.089921282716916		False	False	False	False	False	60121	260	231.235	False
uc2.ark+=13960=t6251g309	Bru??re, Martha Bensley	Mildred Carver, U. S. A							1919			0.087383910379703		False	False	False	False	False	50296	251	200.382	False
uc2.ark+=13960=t2x34nz6k	MacNamara, Brinsley	The valley of the squinting windows	1890-1963.	1890.0					1919			0.272922122363653		False	False	False	False	False	45778	256	178.82	False
nyp.33433075766554	Pertwee, Roland	Our wonderful selves	1885-1963.	1885.0					1919			0.134378001641528		False	False	False	False	False	47022	292	161.034	False
uc1.32106001972410	Buchan, John	Adventures of Richard Hannay	1875-1940.	1875.0					1919			0.381693644020433		False	False	False	False	False	148485	766	193.845	False
nyp.33433074947346	Croker, B. M. (Bithia Mary)	Blue China	d. 1920.						1919			0.069793581167235		False	False	False	False	False	49713	240	207.138	False
njp.32101063580508	Huard, Frances Wilson	Lilies, white and red	b. 1885.	1885.0					1919			0.066469905078078		False	False	False	False	False	28611	224	127.728	False
mdp.39015068647935	Karsner, David	Debs goes to prison	1889-1941.	1889.0					1919			0.777069825221582		False	False	False	False	False	8807	55	160.127	False
uc1.b3834643	Deeping, Warwick	The awakening	1877-1950.	1877.0	1950.0		1919.0		1919	5.7	uk	0.0	35.8911754596714	False	True	False	True	True	62157	315	197.324	False
nyp.33433074802558	Bacon, Josephine Daskam	Square Peggy : illustrated	1876-1961.	1876.0					1919			0.192858079303051		False	False	False	False	False	47359	295	160.539	False
uc2.ark+=13960=t75t3k04n	Abbott, Henry	Fish stories	1850-	1850.0					1919			0.948997868460086		False	False	False	False	False	4892	59	82.915	False
nyp.33433076069917	Lathrop, William Addison	Love time in Picardy					1919.0		1919	2.6	us	0.0	33.3510739821763	False	True	True	True	False	36508	295	123.756	False
uc2.ark+=13960=t3dz04t88	Flynn, William J	The barrel mystery					1919.0		1919	-5.9	us	1.0	60.3039637702498	False	True	True	True	False	26588	228	116.614	False
loc.ark+=13960=t74t7927w	Meyers, Edward. [from old catalog]	From autocracy to democracy;							1919			0.374349305824035		False	False	False	False	False	20895	100	208.95	False
nyp.33433074854880	Elliott, Nina Miller	Every woman's right : a novel							1919			0.160269302397996		False	False	False	False	False	24584	182	135.077	False
mdp.49015000507567	Bacheller, Irving Addison	A man for the ages : a story of the builders of democracy	1859-1950.	1859.0					1919			0.325736734280105		False	False	False	False	False	57635	372	154.933	False
uc1.b3578713	Chambers, Robert W. (Robert William)	The crimson tide; a novel	1865-1933.	1865.0	1933.0	1919.0			1919	5.9	us	0.13975733969119	36.3756302885335	False	True	True	True	True	57698	338	170.704	False
uc2.ark+=13960=t6445kq4b	Gillmore, Inez Haynes	The happy years	1873-1970.	1873.0					1919			0.088940253260798		False	False	False	False	False	41048	276	148.725	False
uc2.ark+=13960=t9p26x17f	Gibbons, Helen Davenport Brown	A little gray home in France							1919			0.69056923872913		False	False	False	False	False	23183	226	102.58	False
nyp.33433076076227	Lowe, Corinne Martin	Saul	1882-	1882.0					1919			0.0548374677186		False	False	False	False	False	55558	288	192.91	False
uc2.ark+=13960=t4th8d18t	Putnam, Nina (Wilcox), Mrs	Believe you me!	1888-1962.	1888.0					1919			0.320876019327521		False	False	False	False	False	35389	251	140.992	False
uc2.ark+=13960=t2r49jz3k	Chauvelot, Robert	Parvati;	1879-1937.	1879.0					1919			0.062651381916172		False	False	False	False	False	25958	246	105.52	False
njp.32101068608114	Blasco Ibáñez, Vicente	Blood and sand; a novel	1867-1928.	1867.0					1919			0.24411362369344		False	False	False	False	False	62029	302	205.394	False
nyp.33433075723902	Orczy, Emmuska Orczy, Baroness	His Majesty's well-beloved; an episode in the life of Mr. Thomas Betterton as told by his friend John Honeywood	1865-1947.	1865.0					1919			0.080785283295559		False	False	False	False	False	43714	265	164.958	False
nyp.33433074797311	Wright, Emily Dudley	Paddie	1860-	1860.0					1920			0.181992076307689		False	False	False	False	False	36663	222	165.149	False
coo.31924013628957	Huxley, Aldous	Limbo	1894-1963.	1894.0					1920			0.323640286033448		False	False	False	False	False	28158	249	113.084	False
nyp.33433075769152	Dilnot, George	Suspected	1883-	1883.0					1920			0.017782448904986		False	False	False	False	False	30981	212	146.137	False
nyp.33433082548045	Havard, Aline	Captain Lucy and Lieutenant Bob	1889-	1889.0					1920			0.078249960324401		False	False	False	False	False	42852	286	149.832	False
nyp.33433075737837	Richards, Grant	Double life : a novel	1872-1948.	1872.0					1920			0.07172222423815		False	False	False	False	False	47923	258	185.748	False
wu.89032209082	baron, Vrangelʹ, Nikolaĭ Egorovich	From serfdom to bolshevism; the memoirs of Baron N. Wrangel, 1847-1920;	1847-1920	1847.0					1920			0.216188501829046		False	False	False	False	False	48797	267	182.76	False
mdp.39015010741810	Hrbkova, Šárka B	Czechoslovak stories	b. 1878.	1878.0					1920			0.433984149311645		False	False	False	False	False	43900	283	155.124	False
uc2.ark+=13960=t7jq0wj39	Wallace, Edgar	The black	1875-1932.	1875.0					1920			0.135901342698628		False	False	False	False	False	65213	288	226.434	False
uc2.ark+=13960=t3xs5m788	Webb, Edward Meryon	Runaway Jo							1920			0.052540449121823		False	False	False	False	False	29087	251	115.884	False
nyp.33433074854559	Frankau, Gilbert	Peter Jameson; a modern romance	1884-1952.	1884.0					1920			0.240439511479454		False	False	False	False	False	75448	359	210.162	False
uc2.ark+=13960=t6j09zw7f	Porter, Eleanor H. (Eleanor Hodgman)	Six Star ranch	1868-1920.	1868.0					1920			0.29413538804974		False	False	False	False	False	42284	302	140.013	False
nyp.33433074876107	McKenna, Stephen	Lady Lilith	1888-1967.	1888.0					1920			0.192036561778464		False	False	False	False	False	57743	267	216.266	False
umn.31951002285334h	Schem, Lida Clara	The hyphen	b. 1875.	1875.0					1920			0.058220913913413		False	False	False	False	False	106414	446	238.596	False
nyp.33433074875265	Dame. Macaulay, Rose	Potterism							1920			0.299642931312767		False	False	False	False	False	39568	199	198.834	False
mdp.39015000610322	Woolf, Virginia	The voyage out	1882-1941.	1882.0					1920			0.189940283592912		False	False	False	False	False	78215	310	252.306	False
mdp.39015031000972	Hammerton, John Alexander, Sir	The war	1871-1949.	1871.0					1920			0.477971215208763		False	False	False	False	False	95739	368	260.16	False
nyp.33433076043490	Roof, Katharine Metcalf	The great demonstration							1920			0.077839441170102		False	False	False	False	False	36599	281	130.246	False
nyp.33433076084437	Hughes, Rupert	What's the world coming to?	1872-1956.	1872.0					1920			0.190405322162273		False	False	False	False	False	71593	340	210.568	False
loc.ark+=13960=t1fj31p5j	O'Neill, Eugene	Beyond the horizon	1888-1953.	1888.0					1920			0.915521166135773		False	False	False	False	False	23858	151	158.0	False
mdp.39015011329896	Carpentier, Georges	My fighting life	1894-1975.	1894.0					1920			0.639413503206465		False	False	False	False	False	31495	231	136.342	False
uva.x001866794	Withers, Sarah	The child's world : primer- [fifth reader]							1920			0.276783976064733		False	False	False	False	False	21295	224	95.067	True
uc1.b3321998	Conrad, Joseph	The rescue : a romance of the shallows	1857-1924.	1857.0					1920			0.044891597826463		False	False	False	False	False	74411	336	221.461	False
uc2.ark+=13960=t3cz32c2j	Irwin, Wallace	Suffering husbands	1876-1959.	1876.0					1920			0.051430088182297		False	False	False	False	False	69922	310	225.555	False
nyp.33433074810908	Dodd, Lee Wilson	The book of Susan : a novel	1879-1933.	1879.0	1933.0		1920.0		1920	8.8	us	0.0	32.6816321421115	False	True	True	True	False	58254	252	231.167	False
nyp.33433081852893	Harris, Frank	Great days : a novel	1855-1931.	1855.0					1920			0.036578586571029		False	False	False	False	False	50866	366	138.978	False
hvd.32044036303709	Gibbs, A. Hamilton (Arthur Hamilton)	The grey wave	1888-1964.	1888.0					1920			0.815912056531271		False	False	False	False	False	48777	246	198.28	False
mdp.39015063975745	Shute, Henry A. (Henry Augustus)	The real diary of the worst farmer	1856-1943.	1856.0	1943.0		1920.0		1920	3.1	us	0.0	46.3443586816743	False	True	True	True	False	36713	256	143.41	False
uc2.ark+=13960=t4fn18f7c	Lange, D	The threat of Sitting Bull							1920			0.583564695290157		False	False	False	False	False	34004	311	109.338	False
wu.89100300003	McNeile, H. C. (Herman Cyril)	Bull-dog Drummond	1888-1937.	1888.0					1920			0.113285082759955		False	False	False	False	False	46452	256	181.453	False
uc2.ark+=13960=t53f4nj42	Mantle, Beatrice	In the house of another							1920			0.026639619987362		False	False	False	False	False	39876	265	150.475	False
uc1.b3364273	Reed, John	Daughter of the revolution, and other stories	1887-1920.	1887.0					1920			0.483004147739846		False	False	False	False	False	22859	153	149.405	False
nyp.33433074810072	Dey, Frederic Van Rensselaer	Up against it	1865-1922.	1865.0					1920			0.444040748995707		False	False	False	False	False	50152	308	162.831	False
mdp.39015027013757	Neogi, Dwijendra Nath	Anecdotes of Indian life							1920			0.465320188179158		False	False	False	False	False	26832	252	106.476	False
mdp.39015027938516	Mackay, Helen Gansevoort (Edwards), Mrs	Chill hours	1876-1961.	1876.0					1920			0.208453345284477		False	False	False	False	False	22391	167	134.078	False
uc2.ark+=13960=t80k2765m	Darlington, W. A	Alf's button							1920			0.135747755977465		False	False	False	False	False	38521	236	163.225	False
uc2.ark+=13960=t4mk65p6j	Turner, George Kibbe	Hagar's hoard	1869-1952.	1869.0					1920			0.07964711802805		False	False	False	False	False	48887	256	190.965	False
mdp.39015030742020	Douglas, Norman	South wind	1868-1952.	1868.0					1920			0.285449964423979		False	False	False	False	False	78509	364	215.684	False
uc2.ark+=13960=t5fb4zf8f	Dawson Scott, C. A	The rolling stone							1920			0.083401428340617		False	False	False	False	False	60263	315	191.311	False
nyp.33433074938600	Buchan, John	The island of sheep	1875-1940.	1875.0					1920			0.107131666323945		False	False	False	False	False	17308	151	114.623	False
mdp.39015031000915	Hammerton, John Alexander, Sir	American	1871-1949.	1871.0					1920			0.169551639657437		False	False	False	False	False	90970	338	269.142	False
uc2.ark+=13960=t8bg2k809	Reynolds, Baillie, Mrs	The affair at the ch|cateau	d. 1939.						1920			0.027933147901665		False	False	False	False	False	52349	263	199.046	False
uc2.ark+=13960=t0ns0m98z	Chamberlain, George Agnew	Pigs to market	1879-1966.	1879.0					1920			0.069069474596276		False	False	False	False	False	41627	263	158.278	False
mdp.39015063369162	Schreiner, Olive	Karoo moon	1855-1920.	1855.0					1920			0.243909936072151		False	False	False	False	False	205382	580	354.107	False
mdp.39015047760064	Dickinson, G. Lowes (Goldsworthy Lowes)	The magic flute; a fantasia	1862-1932.	1862.0					1920			0.285082282952279		False	False	False	False	False	15752	108	145.852	False
nyp.33433076054133	Rodney, George Brydges	Jim Lofton : American	1872-1950.	1872.0					1920			0.237086996492157		False	False	False	False	False	46123	238	193.794	False
nyp.33433082547260	Gray, Joslyn	Bouncing bet							1921			0.01669991903749		False	False	False	False	False	35442	206	172.049	False
nyp.33433075760805	Evarts, Hal G. (Hal George)	The passing of the old West	1887-1934.	1887.0					1921			0.676906037865505		False	False	True	True	True	30643	219	139.922	False
uva.x030826092	Lawrence, Josephine	Brother and sister's vacation		1897.0					1921		us			False	False	True	True	True	14882	121	122.992	False
nyp.33433075751424	Stacpoole, H. De Vere (Henry De Vere)	Satan; a romance of the Bahamas	1863-1951.	1863.0					1921			0.087440814960969		False	False	False	False	False	39681	260	152.619	False
mdp.39076002155484	Orton, Helen Fuller	Prince and Rover of Cloverfield farm	1872-1955.	1872.0					1921			0.999955362897881		False	False	False	False	False	6355	100	63.55	False
nyp.33433074808407	Dodge, Louis	Nancy; her life and death	b. 1870.	1870.0					1921			0.488597699959185		False	False	True	True	True	7500	78	96.154	False
nyp.33433074969035	Oppenheim, E. Phillips (Edward Phillips)	Jacob's ladder	1866-1946.	1866.0					1921			0.08121207044245		False	False	False	False	False	37625	263	143.061	False
nyp.33433076042898	Maule, Mary K. (Mary Katherine)	God's anointed	1861-	1861.0					1921			0.055491420727768		False	False	False	False	False	59919	308	194.542	False
nyp.33433076089998	Gregory, Jackson	Daughter of the sun, a tale of adventure	1882-1943.	1882.0					1921			0.058818491037567		False	False	False	False	False	48146	240	200.608	False
nyp.33433076064199	Horn, Holloway	Harlequinade; a novel	1886-	1886.0					1921			0.168189557783275		False	False	False	False	False	39413	212	185.91	False
uc1.b4055141	Naayem, Joseph	Shall this nation die?							1921			0.893155722570485		False	False	False	False	False	33886	329	102.997	False
